"AffyID"	"SYMBOL"	"ND_1_CD14_TNF_90_133Plus_2.CEL"	"ND_2_CD14_TNF_90_133Plus_2.CEL"
"218015_s_at"	"WRNIP1"	"7.37829328547293"	"7.4482426615072"
"218016_s_at"	"POLR3E"	"7.86021564611272"	"7.61056752757736"
"218017_s_at"	"HGSNAT"	"8.37470629681254"	"6.88728879831937"
"218018_at"	"PDXK"	"8.45394513785237"	"7.49145429571669"
"218019_s_at"	"PDXK"	"8.41932053059887"	"7.74317030791002"
"218020_s_at"	"ZFAND3"	"8.94681562085387"	"8.41976020877216"
"218021_at"	"DHRS4"	"8.5172232752363"	"8.16417553405746"
"218022_at"	"VRK3"	"8.11556581320577"	"7.5896142773908"
"218023_s_at"	"FAM53C"	"9.04430675772319"	"8.31628617901183"
"218024_at"	"MPC1"	"8.64150035937666"	"7.08798287962438"
"218025_s_at"	"ECI2"	"7.59904227682675"	"7.08131600510185"
"218026_at"	"COA3"	"8.70702153721125"	"7.25468502204247"
"218027_at"	"MRPL15"	"9.08968251824593"	"7.52731051043818"
"218028_at"	"ELOVL1"	"8.88492724242869"	"7.97154534139"
"218029_at"	"FAM65A"	"8.34093633889647"	"7.86585451392902"
"218030_at"	"GIT1"	"8.09943742231713"	"7.95074223878779"
"218031_s_at"	"FOXN3"	"8.05122930709798"	"6.88921553605608"
"218032_at"	"SNN"	"11.7716624368673"	"11.168091759266"
"218033_s_at"	"SNN"	"8.40957363350959"	"7.55481192112021"
"218034_at"	"FIS1"	"9.57849941699752"	"8.8478478916165"
"218035_s_at"	"RBM47"	"8.89447185677401"	"7.49837534044395"
"218036_x_at"	"NMD3"	"7.57200962384799"	"7.15319806894704"
"218037_at"	"FAM134A"	"7.94949632795054"	"7.61847460266429"
"218038_at"	"ATP5SL"	"7.84303325260326"	"7.47609387893611"
"218039_at"	"NUSAP1"	"7.13560499688466"	"6.70992273701646"
"218040_at"	"PRPF38B"	"7.75485584811553"	"6.8560181230505"
"218041_x_at"	"SLC38A2"	"9.01757012514023"	"7.29055080948265"
"218042_at"	"COPS4"	"8.9369214209775"	"6.94733190527003"
"218043_s_at"	"AZI2"	"7.30655852811977"	"6.58494445763409"
"218044_x_at"	"PTMS"	"7.67502429378925"	"8.49065562213668"
"218045_x_at"	"PTMS"	"7.29371377430742"	"7.47906234130454"
"218046_s_at"	"MRPS16"	"8.10673615772424"	"7.3990871089946"
"218047_at"	"OSBPL9"	"8.54859498866591"	"7.14328498754193"
"218048_at"	"COMMD3"	"8.74952081267665"	"7.54325848794144"
"218049_s_at"	"MRPL13"	"7.97656723508788"	"7.05631197065853"
"218050_at"	"UFM1"	"8.63755621188182"	"7.05238540075475"
"218051_s_at"	"NT5DC2"	"7.28255267226585"	"7.14184566009174"
"218052_s_at"	"ATP13A1"	"8.51710140880413"	"7.99428714900673"
"218053_at"	"PRPF40A"	"9.07333657196442"	"7.37634286412821"
"218054_s_at"	"KXD1"	"6.85761304335068"	"7.15507425565885"
"218055_s_at"	"WDR41"	"7.93733172793756"	"7.12534128732814"
"218056_at"	"BFAR"	"8.19029998757512"	"7.16099152637427"
"218057_x_at"	"EMC8"	"8.13060177349042"	"7.73677508123896"
"218058_at"	"CXXC1"	"7.95716260953355"	"7.78935281534651"
"218059_at"	"ZNF706"	"11.0112482952749"	"9.51584241901186"
"218060_s_at"	"USB1"	"8.54757223953941"	"7.81378792850544"
"218061_at"	"MEA1"	"8.55431661725821"	"7.88523670189535"
"218062_x_at"	"CDC42EP4"	"7.65248053671576"	"7.15692540648355"
"218063_s_at"	"CDC42EP4"	"7.24175660852675"	"7.121427780895"
"218064_s_at"	"AKAP8L"	"7.60832761320267"	"7.23201740677076"
"218065_s_at"	"TMEM9B"	"8.9130419703608"	"7.67321540459518"
"218066_at"	"SLC12A7"	"10.2962658650827"	"11.2783268708514"
"218067_s_at"	"ARGLU1"	"9.28277716091308"	"7.62351312256188"
"218068_s_at"	"ZNF672"	"9.05767395299751"	"8.38235126266302"
"218069_at"	"DCTPP1"	"7.80120945865722"	"7.10020059492009"
"218070_s_at"	"GMPPA"	"8.1875748878657"	"8.32210166728967"
"218071_s_at"	"MKRN2"	"8.04717390580026"	"7.11094236965256"
"218072_at"	"COMMD9"	"8.76517257128138"	"7.53266263037965"
"218073_s_at"	"NDC1"	"6.90650715157404"	"6.82460786380656"
"218074_at"	"FAM96B"	"9.70917584287461"	"8.27493160573603"
"218075_at"	"AAAS"	"7.94323521140089"	"7.84192393648352"
"218076_s_at"	"ARHGAP17"	"8.84286295967711"	"7.97951944582777"
"218077_s_at"	"ZDHHC3"	"7.48484916620244"	"7.63692969628139"
"218078_s_at"	"ZDHHC3"	"8.14470251528511"	"7.10317433549056"
"218079_s_at"	"GGNBP2"	"8.78985762903289"	"7.02962279189813"
"218080_x_at"	"FAF1"	"8.27990999144187"	"7.76098778748536"
"218081_at"	"C20orf27"	"7.90495032422805"	"8.65188810217213"
"218082_s_at"	"UBP1"	"8.8959778593087"	"7.28432677644998"
"218083_at"	"PTGES2"	"8.08716635751761"	"7.90248061635359"
"218084_x_at"	"FXYD5"	"11.0607642027996"	"10.0238443812598"
"218085_at"	"CHMP5"	"8.20676458380053"	"7.19859332145349"
"218086_at"	"NPDC1"	"7.46021536111023"	"7.83848673022818"
"218087_s_at"	"SORBS1"	"6.59684850986851"	"6.73589449309046"
"218088_s_at"	"RRAGC"	"9.81395237064255"	"8.3539332785705"
"218089_at"	"AAR2"	"8.06880407586003"	"7.69439897423875"
"218090_s_at"	"WDR11"	"8.91752550249488"	"7.08887949517863"
"218091_at"	"AGFG1"	"9.71996864056412"	"7.6693117607494"
"218092_s_at"	"AGFG1"	"9.34368454381048"	"7.22002507226097"
"218093_s_at"	"ANKRD10"	"7.96105940762828"	"7.05377312651608"
"218094_s_at"	"DBNDD2"	"7.54321695322877"	"7.10147074423933"
"218095_s_at"	"TMEM165"	"8.64717070874515"	"7.36147955192452"
"218096_at"	"AGPAT5"	"7.15034668671592"	"6.94328877268551"
"218097_s_at"	"CUEDC2"	"8.70958511907772"	"7.37482516543647"
"218098_at"	"ARFGEF2"	"7.85158062449653"	"6.99787079579293"
"218099_at"	"TEX2"	"7.36292056995902"	"6.93102114021767"
"218100_s_at"	"IFT57"	"7.76503218790172"	"6.91191359547816"
"218101_s_at"	"NDUFC2"	"10.189969189697"	"8.1167474238613"
"218102_at"	"DERA"	"8.17180654954515"	"6.86478952732394"
"218103_at"	"FTSJ3"	"8.23079399134277"	"7.44794333208904"
"218104_at"	"TEX10"	"7.8932571579087"	"7.08715349025235"
"218105_s_at"	"MRPL4"	"7.71050681929493"	"7.47469512003915"
"218106_s_at"	"MRPS10"	"8.70433202481237"	"7.31443566628823"
"218107_at"	"WDR26"	"9.51736271936311"	"7.68637882605282"
"218108_at"	"UBR7"	"7.47589677187837"	"6.76255606849293"
"218109_s_at"	"MFSD1"	"10.5095743897479"	"8.51934582764974"
"218110_at"	"XAB2"	"7.22641946504764"	"8.33862992668123"
"218111_s_at"	"CMAS"	"7.34416292725667"	"7.24553249888176"
"218112_at"	"MRPS34"	"7.96008629927395"	"7.79183285097836"
"218113_at"	"TMEM2"	"8.24970851930268"	"7.2039827160489"
"218114_at"	"GGA1"	"8.23535282727345"	"7.67471994756166"
"218115_at"	"ASF1B"	"7.29668230517703"	"7.28214109577776"
"218116_at"	"C9orf78"	"7.91611087183874"	"6.96744863836584"
"218117_at"	"RBX1"	"10.6396890915928"	"9.50450583273418"
"218118_s_at"	"TIMM23"	"8.54425610420114"	"7.3196423318098"
"218119_at"	"TIMM23"	"8.3142899884514"	"7.76846050053541"
"218120_s_at"	"HMOX2"	"7.60356643954009"	"7.74229966174979"
"218121_at"	"HMOX2"	"7.38344036342197"	"7.38061560727358"
"218122_s_at"	"SENP2"	"7.81672052141423"	"6.90699692807341"
"218123_at"	"C21orf59"	"7.7496377849958"	"7.43028341341812"
"218124_at"	"RETSAT"	"7.33035196619309"	"7.27102200825605"
"218125_s_at"	"CCDC25"	"7.20068118067256"	"7.17249518153707"
"218126_at"	"RMDN3"	"7.82634758615508"	"7.41234319568137"
"218127_at"	"NFYB"	"7.81480871721336"	"7.18709846856555"
"218128_at"	"NFYB"	"7.2099613961006"	"7.01204242703647"
"218129_s_at"	"NFYB"	"7.5994892937137"	"7.15172935721947"
"218130_at"	"C17orf62"	"8.09905629904635"	"8.65689274552192"
"218131_s_at"	"GATAD2A"	"8.8631406540529"	"7.32791921013787"
"218132_s_at"	"TSEN34"	"8.377693678909"	"7.88813494352459"
"218133_s_at"	"NIF3L1"	"7.56691725915362"	"7.10141007694804"
"218134_s_at"	"RBM22"	"9.02191144728998"	"7.94391354466582"
"218135_at"	"ERGIC2"	"8.15443840484765"	"7.10779412840691"
"218136_s_at"	"SLC25A37"	"7.46915486536767"	"7.04612300306903"
"218137_s_at"	"SMAP1"	"8.31930576728353"	"6.8524485921392"
"218138_at"	"MKKS"	"7.71426731924753"	"7.40896372794781"
"218139_s_at"	"AP5M1"	"8.00890393581847"	"6.62252512937625"
"218140_x_at"	"SRPRB"	"7.86545629293808"	"6.99809766396283"
"218141_at"	"UBE2O"	"7.52840396514402"	"7.77615336575552"
"218142_s_at"	"CRBN"	"7.7419119342707"	"7.45275749105572"
"218143_s_at"	"SCAMP2"	"8.67466491651611"	"7.6112251217896"
"218144_s_at"	"INF2"	"7.56520037998332"	"7.18204425252618"
"218145_at"	"TRIB3"	"8.50786907172213"	"7.48812921040336"
"218146_at"	"GLT8D1"	"7.76929419310217"	"7.18573102686918"
"218147_s_at"	"GLT8D1"	"6.91501184140032"	"6.73667580038854"
"218148_at"	"CENPT"	"7.18674237088265"	"7.24296140948978"
"218149_s_at"	"ZNF395"	"7.35015329605816"	"7.20647680695945"
"218150_at"	"ARL5A"	"8.20371744371215"	"6.77546790971685"
"218151_x_at"	"SLC52A2"	"7.93918684861869"	"7.98601693039816"
"218152_at"	"HMG20A"	"8.10019031557025"	"6.96628909787382"
"218153_at"	"CARS2"	"8.70115691126131"	"8.87247151625374"
"218154_at"	"GSDMD"	"8.28938681137967"	"8.22806512617024"
"218155_x_at"	"TSR1"	"8.26562020499722"	"7.57482469991968"
"218156_s_at"	"TSR1"	"7.66265039295115"	"7.04916648147088"
"218157_x_at"	"CDC42SE1"	"9.90880915169905"	"7.44838477670245"
"218158_s_at"	"APPL1"	"7.47020650011043"	"6.63198739584404"
"218159_at"	"DDRGK1"	"8.45891338792998"	"8.09320343499115"
"218160_at"	"NDUFA8"	"8.31753739905518"	"7.62674295745749"
"218161_s_at"	"CLN6"	"7.4226548144021"	"7.51298396319704"
"218162_at"	"OLFML3"	"6.83778275187012"	"6.7669307713225"
"218163_at"	"MCTS1"	"8.64342078873561"	"7.12878472882377"
"218164_at"	"SPATA20"	"8.8567391021603"	"7.97096997269592"
"218165_at"	"MEAF6"	"7.96213462134632"	"6.66716560204386"
"218166_s_at"	"RSF1"	"7.14959413966755"	"6.6397412754434"
"218167_at"	"AMZ2"	"8.29044969138883"	"7.51042316544124"
"218168_s_at"	"ADCK3"	"8.40367548494351"	"7.4450776158902"
"218169_at"	"VAC14"	"7.56892917539222"	"7.39034634547784"
"218170_at"	"ISOC1"	"7.66395244051725"	"6.62722511606952"
"218171_at"	"VPS4B"	"8.87972792219324"	"7.11664389527269"
"218172_s_at"	"DERL1"	"8.18625508129157"	"7.07120394979132"
"218173_s_at"	"WHSC1L1"	"6.70519258430536"	"6.81908138524246"
"218174_s_at"	"TMEM254"	"6.96596375939264"	"6.74610526761615"
"218175_at"	"CCDC92"	"7.94809553255402"	"7.20532580036937"
"218176_at"	"MAGEF1"	"7.30526841914085"	"7.12809278170941"
"218177_at"	"CHMP1B"	"7.88832953693107"	"7.10145609216105"
"218178_s_at"	"CHMP1B"	"9.11884588801685"	"9.32638527622566"
"218179_s_at"	"TRAPPC11"	"7.5268141511233"	"6.63657922417852"
"218180_s_at"	"EPS8L2"	"7.26589398563643"	"7.40684034169569"
"218181_s_at"	"MAP4K4"	"8.1406716226337"	"6.98799261061237"
"218182_s_at"	"CLDN1"	"6.68973521575989"	"6.9666397551584"
"218183_at"	"CDIP1"	"7.43946860773138"	"7.49270340281623"
"218184_at"	"TULP4"	"7.42641952260783"	"6.97436096314897"
"218185_s_at"	"ARMC1"	"7.69872067989857"	"6.90608814046035"
"218186_at"	"RAB25"	"7.15691623528473"	"7.29533738423248"
"218187_s_at"	"C8orf33"	"7.84235516502853"	"7.42677711488832"
"218188_s_at"	"TIMM13"	"8.38196586408338"	"7.99072217555823"
"218189_s_at"	"NANS"	"8.44099798716697"	"7.42253916697724"
"218190_s_at"	"UQCR10"	"9.77360401912691"	"8.96529556477611"
"218191_s_at"	"LMBRD1"	"8.68215704549525"	"7.25606561973315"
"218192_at"	"IP6K2"	"8.57691668835728"	"7.69758334180376"
"218193_s_at"	"GOLT1B"	"8.49646918375212"	"7.02843860678047"
"218194_at"	"REXO2"	"7.72598686792951"	"7.1828275106943"
"218195_at"	"ARMT1"	"8.18045204831937"	"6.94003294350172"
"218196_at"	"OSTM1"	"7.74060798451431"	"6.79281329454198"
"218197_s_at"	"OXR1"	"7.20512138382974"	"6.87031415778673"
"218198_at"	"DHX32"	"7.8949973866273"	"7.83859466165493"
"218199_s_at"	"NOL6"	"7.78460841379943"	"7.37928370113212"
"218200_s_at"	"NDUFB2"	"10.4055132393726"	"9.67461972124409"
"218201_at"	"NDUFB2"	"8.70119809413519"	"7.62327244274586"
"218202_x_at"	"MRPL44"	"7.0677794603702"	"6.78642963549879"
"218203_at"	"ALG5"	"9.04088179093911"	"7.35717291275332"
"218204_s_at"	"FYCO1"	"7.82157245894197"	"7.0249002717167"
"218205_s_at"	"MKNK2"	"9.34946189867679"	"8.63692239198899"
"218206_x_at"	"SCAND1"	"9.66232690932689"	"8.69314142924164"
"218207_s_at"	"STMN3"	"6.77031698707392"	"7.18290357844661"
"218208_at"	"PQLC1"	"8.76617550689139"	"7.84162814652509"
"218209_s_at"	"RPRD1A"	"7.27351939810847"	"6.89779149573743"
"218210_at"	"FN3KRP"	"7.95527541441343"	"6.99650131782043"
"218211_s_at"	"MLPH"	"7.36587287501481"	"7.25123744589325"
"218212_s_at"	"MOCS2"	"6.98162737521336"	"6.7354208073741"
"218213_s_at"	"TMEM258"	"10.5917351545422"	"9.08079591952419"
"218214_at"	"ATG101"	"8.59706263671357"	"8.60413977267773"
"218215_s_at"	"NR1H2"	"8.8626590823827"	"7.72124746746691"
"218216_x_at"	"ARL6IP4"	"9.18008373217748"	"9.72169007856567"
"218217_at"	"SCPEP1"	"9.99891693558346"	"7.57621444749407"
"218218_at"	"APPL2"	"7.09845910767233"	"7.10181641339893"
"218219_s_at"	"LANCL2"	"8.57062514091782"	"7.6989315739862"
"218220_at"	"C12orf10"	"8.15728595582526"	"7.66139806320201"
"218221_at"	"ARNT"	"7.73770787036193"	"7.3933898173489"
"218222_x_at"	"ARNT"	"7.18174389217109"	"7.18339634858535"
"218223_s_at"	"PLEKHO1"	"10.2498624206989"	"10.0974085794071"
"218224_at"	"PNMA1"	"7.61393358837414"	"6.89822799119998"
"218225_at"	"ECSIT"	"7.79192764617109"	"7.91523653719205"
"218226_s_at"	"NDUFB4"	"10.9222971518193"	"9.83019392126638"
"218227_at"	"NUBP2"	"8.0027134521975"	"7.40232244896516"
"218228_s_at"	"TNKS2"	"8.78151252826314"	"6.9012505618351"
"218229_s_at"	"POGK"	"8.69684519803789"	"6.7623496031197"
"218230_at"	"ARFIP1"	"7.86391126513185"	"7.55709175762087"
"218231_at"	"NAGK"	"10.7403243191204"	"10.7157331168483"
"218232_at"	"C1QA"	"7.68423915446455"	"7.58314261925844"
"218233_s_at"	"PRICKLE4"	"10.9484518234256"	"9.05405439516051"
"218234_at"	"ING4"	"7.83039644653488"	"7.36330093108214"
"218235_s_at"	"UTP11L"	"8.7206819299642"	"7.45218648854708"
"218236_s_at"	"PRKD3"	"8.28050747853312"	"7.07910648840857"
"218237_s_at"	"SLC38A1"	"7.14652357080746"	"7.26434267256419"
"218238_at"	"GTPBP4"	"7.99108770708568"	"7.26269313547127"
"218239_s_at"	"GTPBP4"	"8.95352169609651"	"6.90805803932369"
"218240_at"	"NKIRAS2"	"8.8105729326098"	"7.89293570460292"
"218241_at"	"GOLGA5"	"8.20218105203576"	"7.35959643349287"
"218242_s_at"	"SUV420H1"	"8.06733478562086"	"7.19136834745553"
"218243_at"	"RUFY1"	"9.21580444453216"	"7.99278579472066"
"218244_at"	"NOL8"	"8.11773830654449"	"7.52005341718668"
"218245_at"	"TSKU"	"7.10570508796036"	"7.17022504669985"
"218246_at"	"MUL1"	"8.55378049415612"	"7.92537953417859"
"218247_s_at"	"MEX3C"	"7.73293077997581"	"6.64519855527268"
"218248_at"	"FAM111A"	"8.02821923221753"	"7.55949774555046"
"218249_at"	"ZDHHC6"	"8.3966263834416"	"7.04742675439695"
"218250_s_at"	"CNOT7"	"8.81526133343807"	"7.16605153393184"
"218251_at"	"MID1IP1"	"8.23088681851836"	"7.08659994697565"
"218252_at"	"CKAP2"	"7.07027029813442"	"6.7085087027227"
"218253_s_at"	"EIF2D"	"8.49441882592637"	"7.79066367775313"
"218254_s_at"	"SAR1B"	"8.38533081679966"	"6.796809052118"
"218255_s_at"	"FBRS"	"8.62873565454055"	"7.28786094013892"
"218256_s_at"	"NUP54"	"8.29969566680932"	"6.95151451041269"
"218257_s_at"	"UGGT1"	"7.49785126032896"	"7.20437604123169"
"218258_at"	"POLR1D"	"10.1166166240328"	"8.35380484777462"
"218259_at"	"MKL2"	"7.11526784065865"	"6.92162403953046"
"218260_at"	"DDA1"	"7.98596999678937"	"7.35027038625691"
"218261_at"	"AP1M2"	"7.08054355869145"	"7.47356602491133"
"218262_at"	"RMND5B"	"7.62161955684106"	"7.63607189420481"
"218263_s_at"	"ZBED5"	"9.30394565020904"	"7.48514446955206"
"218264_at"	"BCCIP"	"7.64582952943824"	"7.21425143770259"
"218265_at"	"SECISBP2"	"7.6739108181881"	"6.96613255336263"
"218266_s_at"	"NCS1"	"7.25397601475911"	"8.13459360156233"
"218267_at"	"CINP"	"7.3175584995617"	"7.66901565776259"
"218268_at"	"TBC1D15"	"7.83068281926726"	"6.7214470351152"
"218269_at"	"DROSHA"	"7.50950324445294"	"7.16134511225248"
"218270_at"	"MRPL24"	"8.4406383059261"	"8.02535377888244"
"218271_s_at"	"PARL"	"8.86103241178547"	"7.48852242669157"
"218272_at"	"TTC38"	"7.70890001687598"	"7.71409337370759"
"218273_s_at"	"PDP1"	"7.07664635649902"	"6.90954756146357"
"218274_s_at"	"ANKZF1"	"7.41345683841719"	"7.77146025541775"
"218275_at"	"SLC25A10"	"7.35163302414114"	"7.31311923124028"
"218276_s_at"	"SAV1"	"8.0465604658674"	"6.93305835605846"
"218277_s_at"	"DHX40"	"8.05605582536872"	"6.94014325991741"
"218278_at"	"WDR74"	"7.86698894696923"	"8.27290293640264"
"218279_s_at"	"HIST2H2AA3"	"7.5142400463673"	"7.95594166806485"
"218280_x_at"	"HIST2H2AA3"	"9.94644786279663"	"8.47398082208441"
"218281_at"	"MRPL48"	"7.94978709847163"	"6.99819610872138"
"218282_at"	"EDEM2"	"7.90934793947015"	"7.7677703338899"
"218283_at"	"SS18L2"	"9.31212137066128"	"7.67925883692015"
"218284_at"	"SMAD3"	"9.4508847690218"	"7.95331099419589"
"218285_s_at"	"BDH2"	"7.60775163919689"	"7.32005268771253"
"218286_s_at"	"RNF7"	"9.01061201487001"	"7.95026673428602"
"218287_s_at"	"AGO1"	"8.2148976302185"	"7.21281213013156"
"218288_s_at"	"CCDC90B"	"8.30551564637317"	"6.94974455614601"
"218289_s_at"	"UBA5"	"7.29362140971266"	"6.93704051301206"
"218290_at"	"PLEKHJ1"	"8.33554755959727"	"8.07012423247669"
"218291_at"	"LAMTOR2"	"8.88520135825634"	"8.48091728026257"
"218292_s_at"	"PRKAG2"	"7.89400788201121"	"7.52956849064616"
"218293_x_at"	"NUP50"	"6.79293108977161"	"6.9941502084629"
"218294_s_at"	"NUP50"	"8.10361752797804"	"6.99016464254484"
"218295_s_at"	"NUP50"	"7.70741576324979"	"7.48426572652197"
"218296_x_at"	"MSTO1"	"7.48868022088222"	"7.55021053785329"
"218297_at"	"FAM188A"	"7.73334584888499"	"6.69298226485555"
"218298_s_at"	"C14orf159"	"8.27604860431274"	"7.29749305240709"
"218299_at"	"C11orf24"	"7.49845346311908"	"7.26544732179312"
"218300_at"	"PAGR1"	"8.10273735629778"	"8.00661767971354"
"218301_at"	"RNPEPL1"	"8.16281828875835"	"7.80559498772815"
"218302_at"	"PSENEN"	"8.48875510668193"	"7.69214311805128"
"218303_x_at"	"KRCC1"	"8.57521597040395"	"6.87882786174054"
"218304_s_at"	"OSBPL11"	"8.28624616226117"	"7.15629669898274"
"218305_at"	"IPO4"	"7.14228089112194"	"7.09483211963773"
"218306_s_at"	"HERC1"	"7.75017575963686"	"7.00461074810253"
"218307_at"	"RSAD1"	"7.97642715160157"	"7.92386848722089"
"218308_at"	"TACC3"	"7.80732457541966"	"7.68763438490961"
"218309_at"	"CAMK2N1"	"6.94988634907726"	"6.8905641986226"
"218310_at"	"RABGEF1"	"9.02179795633074"	"7.58877482322744"
"218311_at"	"MAP4K3"	"7.06668601859215"	"6.76059611372652"
"218312_s_at"	"ZSCAN18"	"7.28635438059395"	"7.18837924794067"
"218313_s_at"	"GALNT7"	"8.22758509467161"	"6.90764694244121"
"218314_s_at"	"C11orf57"	"7.65123497727635"	"7.20483012815109"
"218315_s_at"	"CDK5RAP1"	"7.78283989283291"	"7.62217577339117"
"218316_at"	"TIMM9"	"7.67722271546025"	"7.04149743322962"
"218317_x_at"	"SLX1B"	"8.69370426816605"	"8.21198546328646"
"218318_s_at"	"NLK"	"6.91965104975811"	"7.0957317655003"
"218319_at"	"PELI1"	"8.68687801911845"	"7.39384697374484"
"218320_s_at"	"NDUFB11"	"10.3276205630378"	"9.40690063169219"
"218321_x_at"	"STYXL1"	"7.8793518083024"	"7.10872478878092"
"218322_s_at"	"ACSL5"	"8.68666961214151"	"6.9346785058436"
"218323_at"	"RHOT1"	"8.08107107088694"	"7.20345049069425"
"218324_s_at"	"SPATS2"	"6.7750116007465"	"6.74755220960092"
"218325_s_at"	"DIDO1"	"8.02860998084301"	"7.48326448988231"
"218326_s_at"	"LGR4"	"6.73332467467483"	"6.71298006272423"
"218327_s_at"	"SNAP29"	"8.07304826618989"	"7.45671723841422"
"218328_at"	"COQ4"	"7.55199051053389"	"7.62654267459562"
"218329_at"	"PRDM4"	"8.47500223377371"	"7.77376902440743"
"218330_s_at"	"NAV2"	"6.71505568669145"	"6.82227108066316"
"218331_s_at"	"FAM208B"	"7.75238340293496"	"7.01767676578744"
"218332_at"	"BEX1"	"7.29245336470031"	"7.30709941404908"
"218333_at"	"DERL2"	"8.85523027666253"	"7.93159161417991"
"218334_at"	"THOC7"	"8.53335532299554"	"6.94946198954613"
"218335_x_at"	"TNIP2"	"9.86495339515419"	"8.42891241991211"
"218336_at"	"PFDN2"	"9.20967379711988"	"8.46259564175916"
"218337_at"	"FAM160B2"	"7.79897237013295"	"7.77417426530292"
"218338_at"	"PHC1"	"7.27909978714386"	"7.1078028105606"
"218339_at"	"MRPL22"	"8.27607266322984"	"7.63709616715202"
"218340_s_at"	"UBA6"	"7.20280389982088"	"6.84590020157515"
"218341_at"	"PPCS"	"8.1081933920864"	"7.33854368540354"
"218342_s_at"	"ERMP1"	"7.3935398821276"	"7.41939682387295"
"218343_s_at"	"GTF3C3"	"7.68511933959583"	"6.93233370507379"
"218344_s_at"	"RCOR3"	"7.12087709009956"	"6.70511223718247"
"218345_at"	"TMEM176A"	"8.52326830069764"	"7.98892462070076"
"218346_s_at"	"SESN1"	"7.35742852085309"	"6.79581452976156"
"218347_at"	"TYW1"	"7.65605353225326"	"6.99977735494595"
"218348_s_at"	"ZC3H7A"	"8.39412743557923"	"8.31246263135561"
"218349_s_at"	"ZWILCH"	"6.81894655359297"	"6.74184152246839"
"218350_s_at"	"GMNN"	"7.26207956037899"	"7.04316237308776"
"218351_at"	"COMMD8"	"8.5997317494199"	"6.7522840662915"
"218352_at"	"RCBTB1"	"7.09218672120214"	"6.60857211481088"
"218353_at"	"RGS5"	"6.68532591512451"	"6.74609200715357"
"218354_at"	"TRAPPC2L"	"8.33315453920436"	"7.69375516139971"
"218355_at"	"KIF4A"	"6.85590410308728"	"6.876005978411"
"218356_at"	"FTSJ2"	"8.24713688303228"	"6.8681094807389"
"218357_s_at"	"TIMM8B"	"10.4815446046686"	"9.96695255437234"
"218358_at"	"CRELD2"	"9.13941190900252"	"8.80079204135421"
"218359_at"	"NRSN2"	"7.32542751657755"	"7.3719840679454"
"218360_at"	"RAB22A"	"9.15507020372247"	"7.23172787733481"
"218361_at"	"GOLPH3L"	"6.92386345748513"	"6.7724649609339"
"218362_s_at"	"DIS3"	"7.25667462799307"	"6.86178216625368"
"218363_at"	"EXD2"	"7.0635737191831"	"6.96595364502932"
"218364_at"	"LRRFIP2"	"8.00333811706338"	"7.16303998137279"
"218365_s_at"	"DARS2"	"7.19641603338809"	"7.09811879166514"
"218366_x_at"	"METTL17"	"7.61653096199658"	"7.19440932837599"
"218367_x_at"	"USP21"	"7.29829799575019"	"7.10703271501012"
"218368_s_at"	"TNFRSF12A"	"8.07888613975853"	"7.15817781833583"
"218369_s_at"	"EXOSC1"	"7.07392048493203"	"7.22999163308265"
"218370_s_at"	"S100PBP"	"7.1738969370184"	"6.92578159239407"
"218371_s_at"	"PSPC1"	"7.39115285812134"	"6.97469401347794"
"218372_at"	"MED9"	"7.65708566023775"	"7.45092825233197"
"218373_at"	"AKTIP"	"7.23800343814451"	"6.84002314771114"
"218374_s_at"	"C12orf4"	"7.34522420962069"	"7.04522880320781"
"218375_at"	"NUDT9"	"7.85052410652605"	"7.48751389374956"
"218376_s_at"	"MICAL1"	"8.18939472635715"	"7.92217114943173"
"218377_s_at"	"RWDD2B"	"7.28368542704883"	"6.96233639063622"
"218378_s_at"	"PRKRIP1"	"7.95305048954154"	"7.53472247095203"
"218379_at"	"RBM7"	"8.6983387035077"	"7.0396150362789"
"218380_at"	"LOC728392"	"8.67361874883175"	"8.50171838100991"
"218381_s_at"	"U2AF2"	"8.72196002404025"	"7.46251364531784"
"218382_s_at"	"U2AF2"	"7.59501681727497"	"7.9692630442875"
"218383_at"	"HAUS4"	"8.56960576989195"	"7.33506614919591"
"218384_at"	"CARHSP1"	"7.67632993680517"	"7.73633676568809"
"218385_at"	"MRPS18A"	"8.15045809919368"	"7.43956092374061"
"218386_x_at"	"USP16"	"9.23752886213952"	"7.07499926475723"
"218387_s_at"	"PGLS"	"9.06559720481973"	"7.61471789960835"
"218388_at"	"PGLS"	"9.93025911295891"	"9.75122412073016"
"218389_s_at"	"APH1A"	"8.7436886820222"	"7.7701645712587"
"218390_s_at"	"FAM204A"	"6.84517987701186"	"6.76071404444045"
"218391_at"	"SNF8"	"9.41288888619352"	"9.17205217564171"
"218392_x_at"	"SFXN1"	"7.4561409812877"	"7.38084233875077"
"218393_s_at"	"SMU1"	"8.47958432015485"	"7.56231853241176"
"218394_at"	"ROGDI"	"7.71717777130127"	"7.15710890896821"
"218395_at"	"ACTR6"	"7.35114008837598"	"6.72776381870768"
"218396_at"	"VPS13C"	"9.34138643031224"	"7.50780149075951"
"218397_at"	"FANCL"	"7.29553089004319"	"6.93968089361313"
"218398_at"	"MRPS30"	"7.85426481782666"	"7.04006097877296"
"218399_s_at"	"CDCA4"	"7.97681298879674"	"7.6919345955055"
"218400_at"	"OAS3"	"8.86596837742148"	"7.71812527528482"
"218401_s_at"	"ZNF281"	"8.6957638312605"	"7.51381936552663"
